contract_name;ID_duplicate_contract
TokenProtected-33-2;False
TokenProtected-66-2;True
RefrigeratedTransportationProtected-58-7;False
RefundEscrowProtected-36-6;False
RefrigeratedTransportationProtected-33-21;False
StorageProtected-36-11;False
Storage-43-1;False
RefundEscrowProtected-31-8;False
RefrigeratedTransportationProtected-69-4;False
RefrigeratedTransportationProtected-25-4;True
RefundEscrow-2-3;False
Storage-36-3;False
Storage-78-2;True
RefrigeratedTransportation-75-1;False
RefrigeratedTransportation-45-3;True
RefrigeratedTransportationProtected-58-6;False
WalletProtected-58-10;False
TokenProtected-58-21;False
Storage-58-6;False
StorageProtected-58-10;False
TokenStripped-58-6;False
RefrigeratedTransportation-25-2;False
RefrigeratedTransportation-69-2;True
RefrigeratedTransportationProtected-45-12;False
RefrigeratedTransportationProtected-79-1;False
RefrigeratedTransportationProtected-28-3;True
RefrigeratedTransportation-43-4;False
RefundEscrowProtected-63-1;False
StorageStripped-2-1;False
Wallet-58-2;False
RefrigeratedTransportation-4-4;False
Token-64-4;False
Token-72-1;True
RefundEscrow-31-4;False
RefrigeratedTransportationProtected-33-8;False
RefundEscrow-2-1;False
TokenProtected-72-1;False
TokenProtected-64-4;True
StorageProtected-31-5;False
RefundEscrowProtected-36-16;False
RefundEscrowProtected-58-14;False
RefrigeratedTransportationProtected-43-16;False
RefrigeratedTransportationProtected-4-7;False
StorageStripped-36-1;False
RefundEscrow-2-2;False
TokenProtected-63-8;False
WalletProtected-0-0;False
RefundEscrowProtected-43-10;False
TokenProtected-43-10;False
RefrigeratedTransportationProtected-26-2;False
RefrigeratedTransportationProtected-76-2;True
RefundEscrowProtected-43-11;False
RefrigeratedTransportation-24-3;False
TokenProtected-2-1;False
RefundEscrow-43-4;False
RefrigeratedTransportation-75-2;False
RefrigeratedTransportation-45-9;True
RefrigeratedTransportation-58-13;False
RefrigeratedTransportationStripped-45-3;False
RefundEscrowProtected-36-4;False
TokenProtected-33-4;False
StorageProtected-43-1;False
RefrigeratedTransportationStripped-0-0;False
WalletProtected-36-1;False
WalletProtected-70-1;True
RefrigeratedTransportation-58-20;False
Token-34-3;False
Storage-33-2;False
Storage-66-1;True
Storage-74-2;True
RefrigeratedTransportationStripped-45-4;False
WalletStripped-11-1;False
StorageProtected-43-14;False
RefundEscrowStripped-43-1;False
RefundEscrow-36-6;False
TokenProtected-70-1;False
TokenProtected-36-1;True
TokenProtected-70-3;False
TokenProtected-36-3;True
TokenStripped-4-1;False
StorageProtected-43-6;False
Wallet-31-1;False
RefrigeratedTransportation-45-2;False
RefundEscrowStripped-4-3;False
RefundEscrowProtected-58-30;False
RefrigeratedTransportationProtected-58-13;False
RefrigeratedTransportationStripped-58-10;False
TokenStripped-4-3;False
Token-58-6;False
WalletProtected-64-1;False
RefrigeratedTransportationStripped-4-8;False
RefundEscrow-63-1;False
RefrigeratedTransportationStripped-28-4;False
StorageProtected-58-14;False
TokenProtected-58-6;False
RefrigeratedTransportation-76-4;False
RefrigeratedTransportation-26-4;True
RefrigeratedTransportation-4-16;False
Token-64-5;False
Token-72-2;True
RefundEscrow-4-4;False
RefrigeratedTransportation-71-2;False
RefrigeratedTransportation-28-5;True
RefundEscrowProtected-36-7;False
RefundEscrowProtected-64-2;False
RefrigeratedTransportationProtected-24-12;False
RefrigeratedTransportation-4-15;False
RefundEscrowProtected-31-6;False
RefrigeratedTransportation-28-10;False
RefrigeratedTransportation-71-3;True
TokenProtected-2-6;False
StorageProtected-58-6;False
RefrigeratedTransportation-58-21;False
Storage-43-6;False
RefundEscrowProtected-64-1;False
RefundEscrowProtected-43-18;False
TokenProtected-34-1;False
TokenProtected-65-1;True
RefundEscrowProtected-58-2;False
RefrigeratedTransportationProtected-58-32;False
RefundEscrowProtected-13-2;False
StorageProtected-36-8;False
StorageProtected-43-10;False
RefundEscrowProtected-13-3;False
Token-36-1;False
Token-70-1;True
RefundEscrowProtected-58-11;False
RefundEscrowProtected-31-3;False
RefrigeratedTransportation-24-12;False
Token-73-2;False
Token-34-6;True
Storage-72-3;False
Storage-64-2;True
RefundEscrowProtected-31-10;False
RefrigeratedTransportation-45-11;False
StorageProtected-43-4;False
TokenProtected-4-2;False
Token-13-4;False
RefrigeratedTransportationProtected-45-13;False
RefrigeratedTransportationProtected-36-2;False
WalletProtected-11-1;False
RefrigeratedTransportation-58-8;False
RefundEscrowProtected-43-24;False
Token-43-6;False
TokenProtected-33-1;False
TokenProtected-66-1;True
RefrigeratedTransportation-24-11;False
StorageProtected-58-21;False
RefrigeratedTransportationProtected-58-2;False
RefrigeratedTransportation-25-1;False
RefrigeratedTransportation-69-1;True
RefundEscrow-4-1;False
RefrigeratedTransportationProtected-26-3;False
RefrigeratedTransportationProtected-76-3;True
RefrigeratedTransportationStripped-71-1;False
RefrigeratedTransportationStripped-28-1;True
RefrigeratedTransportationProtected-4-12;False
RefrigeratedTransportation-4-10;False
Storage-4-2;False
RefrigeratedTransportation-45-5;False
RefrigeratedTransportation-67-1;True
Token-58-10;False
RefundEscrow-43-9;False
RefrigeratedTransportationProtected-58-5;False
WalletProtected-58-2;False
RefundEscrow-0-0;False
RefrigeratedTransportationStripped-4-10;False
StorageProtected-36-12;False
StorageProtected-70-2;True
StorageProtected-78-3;True
RefrigeratedTransportationProtected-0-0;False
TokenProtected-58-24;False
RefrigeratedTransportationProtected-33-22;False
RefundEscrow-58-6;False
Wallet-45-1;False
RefrigeratedTransportationProtected-36-7;False
StorageProtected-43-7;False
RefrigeratedTransportationProtected-58-25;False
RefrigeratedTransportationProtected-24-9;False
RefrigeratedTransportation-58-4;False
RefrigeratedTransportationProtected-31-3;False
RefundEscrowProtected-36-2;False
RefundEscrowProtected-78-1;True
RefrigeratedTransportationProtected-33-3;False
RefrigeratedTransportationStripped-58-9;False
RefrigeratedTransportationProtected-4-11;False
Token-13-3;False
RefundEscrowProtected-13-6;False
TokenProtected-31-2;False
WalletProtected-43-5;False
RefundEscrow-64-3;False
RefrigeratedTransportationProtected-24-11;False
TokenStripped-13-2;False
RefundEscrowStripped-4-2;False
Storage-2-1;False
WalletStripped-4-1;False
Token-43-9;False
RefundEscrowProtected-43-2;False
Token-36-2;False
Token-70-2;True
RefrigeratedTransportation-28-7;False
RefrigeratedTransportation-58-3;False
RefundEscrowProtected-4-5;False
TokenStripped-2-3;False
RefundEscrowStripped-43-2;False
RefundEscrow-43-7;False
RefrigeratedTransportationProtected-58-10;False
TokenProtected-58-2;False
RefrigeratedTransportationProtected-45-6;False
RefrigeratedTransportationStripped-4-9;False
WalletProtected-4-1;False
StorageStripped-0-0;False
RefundEscrowProtected-36-10;False
RefrigeratedTransportation-58-12;False
TokenProtected-0-0;False
RefundEscrowProtected-58-20;False
